"alcohol","annotation_id","annotator","created_at","emotion","id","lead_time","multiple_people","text","updated_at"
"Not_detected",49,"4","2024-05-22T08:54:04.495664Z","Happiness",1,16.844,"No"," Какие вкусные артишоки! Только не говори, что в них я завтрашнего дня на диете.","2024-05-22T08:54:04.495687Z"
"Not_detected",50,"4","2024-05-22T08:54:15.459730Z","Happiness",2,10.388,"Yes"," СМЕХ","2024-05-22T08:54:15.459755Z"
"Not_detected",51,"4","2024-05-22T09:06:49.827630Z","Happiness",3,30.177,"Yes"," СМЕХ","2024-05-22T09:06:49.827653Z"
"Not_detected",52,"4","2024-05-22T09:07:08.470246Z","Happiness",4,12.948,"Yes"," Привет! Привет, я Сэнди. Сэнди, привет! Входи.","2024-05-22T09:07:08.470275Z"
"Low",53,"4","2024-05-22T09:07:59.570759Z","Anger",5,49.825,"No"," ЭТОЙ ЗВЕРЮГЕ ВХОТ!","2024-05-22T09:07:59.570780Z"
"Not_detected",54,"4","2024-05-22T09:08:11.680788Z","Neutral",6,10.203,"No"," Так ты приветствуешь своих гостей.","2024-05-22T09:08:11.680814Z"
"Not_detected",55,"4","2024-05-22T09:09:07.150407Z","Neutral",7,53.033,"No"," А если бы я явился сюда с девой?","2024-05-22T09:09:07.150426Z"
"Not_detected",56,"4","2024-05-22T09:12:09.010701Z","Neutral",8,179.783,"No"," Вряд ли твоя девушка стала бы писать на мой кофейный стол.","2024-05-22T09:12:09.010725Z"
"Not_detected",57,"4","2024-05-22T09:12:40.138702Z","Neutral",9,29.889,"No"," Слушай, ему самому больше всех было за это стыдно.","2024-05-22T09:12:40.138721Z"
"Not_detected",58,"4","2024-05-22T09:12:49.651102Z","Neutral",10,7.96,"No"," И он едва набрался смелости вернуться сюда.","2024-05-22T09:12:49.651123Z"
"Not_detected",59,"4","2024-05-22T09:13:01.759066Z","Happiness",11,9.868,"No"," Славно ничего не было!","2024-05-22T09:13:01.759089Z"
"Not_detected",60,"4","2024-05-22T09:13:11.583235Z","Fear",12,9.129,"No"," Ладно, ладно.","2024-05-22T09:13:11.583260Z"
"Not_detected",61,"4","2024-05-22T09:13:22.316849Z","Happiness",13,8.617,"No"," Спасибо! Вперед, Марс!","2024-05-22T09:13:22.316878Z"
"Not_detected",62,"4","2024-05-22T09:13:31.884748Z","Happiness",14,7.257,"Yes"," АПЛОДИСМЕНТЫ","2024-05-22T09:13:31.884778Z"
"Not_detected",63,"4","2024-05-22T09:13:47.121686Z","Anger",15,13.188,"No"," Этот гад опоздал на самолёт","2024-05-22T09:13:47.121706Z"
"Not_detected",64,"4","2024-05-22T09:14:58.390336Z","Fear",16,68.372,"No"," И у тебя взорвалось лицо!","2024-05-22T09:14:58.390365Z"
"Not_detected",65,"4","2024-05-22T09:15:04.938688Z","Anger",17,5.09,"No"," Это жирная блондинистая корова!","2024-05-22T09:15:04.938708Z"
"Not_detected",66,"4","2024-05-22T09:15:12.502487Z","Neutral",18,5.315,"No"," начинает на меня...","2024-05-22T09:15:12.502507Z"
"Not_detected",67,"4","2024-05-22T09:15:19.577067Z","Neutral",19,5.318,"No"," Малана, первая эта...","2024-05-22T09:15:19.577087Z"
"Not_detected",68,"4","2024-05-22T09:15:26.772494Z","Neutral",20,5.145,"No"," как она начала отта...","2024-05-22T09:15:26.772520Z"
"Not_detected",69,"4","2024-05-22T09:15:37.577031Z","Neutral",21,7.978,"No"," Тут подъехало еще три так...","2024-05-22T09:15:37.577049Z"
"Not_detected",70,"4","2024-05-22T09:16:35.990873Z","Surprise",22,53.474,"No"," И только я хотела сесть в машину!","2024-05-22T09:16:35.990893Z"
"Not_detected",71,"4","2024-05-22T09:16:46.224519Z","Anger",23,7.167,"No"," Эта тётка сбила меня с ног!","2024-05-22T09:16:46.224572Z"
"Not_detected",72,"4","2024-05-22T09:16:56.466150Z","Anger",49,6.328,"No"," Всё, пошли! Вытри! Жопу пошли на х**й домой!","2024-05-22T09:16:56.466180Z"
"Not_detected",73,"4","2024-05-22T09:17:11.827034Z","Neutral",50,12.154,"No"," Ж 256","2024-05-22T09:17:11.827073Z"
"Not_detected",74,"4","2024-05-22T09:18:20.451446Z","Anger",51,64.152,"No"," Я тебя нос потом разобью.","2024-05-22T09:18:20.451473Z"
"Not_detected",75,"4","2024-05-22T09:18:28.565539Z","Neutral",52,6.239,"No"," А мы попросим у соров добавить","2024-05-22T09:18:28.565565Z"
"Not_detected",103,"4","2024-05-22T12:34:54.579237Z","Anger",53,23.664,"No"," Я тебя просила, света!","2024-05-22T12:34:54.579260Z"
"Not_detected",76,"1","2024-05-22T09:58:45.397567Z","Neutral",54,20.055,"No"," А вы меня и трогайте, зачем ты?","2024-05-22T09:58:45.397591Z"
"Not_detected",77,"1","2024-05-22T10:02:24.150416Z","{""choices"":[""Disgust"",""Neutral""]}",55,274.225,"Yes"," А ты можешь поехать в Киев, там страдать не будет. Зачем ты его позоришь? Там тебе никто не знает.","2024-05-22T10:03:25.813116Z"
"Not_detected",78,"1","2024-05-22T10:04:26.421671Z","Neutral",56,56.309,"No"," Правильно? Потому что ты его...","2024-05-22T10:04:26.421691Z"
"Not_detected",104,"4","2024-05-22T12:36:01.574880Z","Anger",57,66.337,"No"," А вправь, Натолик, за тебя повинен стрелать. А он потом выставляет! А свет! А потом я на страно!","2024-05-22T12:36:01.574917Z"
"Not_detected",106,"4","2024-05-22T12:37:13.717309Z","Anger",58,71.593,"No"," Молчи, потом только молчать. А чего ты молчишь? А то ты самовиновата.","2024-05-22T12:37:13.717331Z"
"Not_detected",107,"4","2024-05-22T12:37:28.464049Z","Neutral",59,14.068,"No"," Я тебе разобью сейчас телефон.","2024-05-22T12:37:28.464071Z"
"Not_detected",108,"4","2024-05-22T12:37:35.530303Z","{""choices"":[""Fear"",""Neutral""]}",60,6.507,"No"," I'll need it for you I'll need it for you","2024-05-22T12:37:35.530332Z"
"Not_detected",110,"4","2024-05-22T12:37:41.844060Z","Neutral",61,5.743,"No"," Когда-нибудь наш разы...","2024-05-22T12:37:41.844083Z"
"Not_detected",115,"4","2024-05-22T12:39:56.902986Z","{""choices"":[""Sadness"",""Anger""]}",62,134.484,"No"," Ты не так поняла!","2024-05-22T12:39:56.903007Z"
"Not_detected",116,"4","2024-05-22T12:40:03.067726Z","Disgust",63,5.548,"No"," Ооо, НЕ!","2024-05-22T12:40:03.067756Z"
"Not_detected",117,"4","2024-05-22T12:40:35.017653Z","{""choices"":[""Disgust"",""Anger""]}",64,31.4,"No"," Слушай, Дженис, хватит!","2024-05-22T12:40:35.017674Z"
"Not_detected",118,"4","2024-05-22T12:40:41.013436Z","Neutral",65,5.474,"No"," Я это распечатаю побольше и напишу снова.","2024-05-22T12:40:41.013461Z"
"Not_detected",119,"4","2024-05-22T12:40:47.495694Z","Sadness",66,5.79,"No"," Мне сказали, гроб будет...","2024-05-22T12:40:47.495717Z"
"Not_detected",121,"4","2024-05-22T12:40:52.713815Z","Neutral",67,4.616,"No"," Редактор субтитров А.Синецкая Корректор А.Егорова","2024-05-22T12:40:52.713838Z"
"Not_detected",122,"4","2024-05-22T12:40:58.238997Z","Happiness",68,4.929,"Yes"," СМЕХ","2024-05-22T12:40:58.239030Z"
"Not_detected",123,"4","2024-05-22T12:41:07.486735Z","Happiness",69,8.702,"No"," Привет, Бобби! Как дела, дружище?","2024-05-22T12:41:07.486762Z"
"Not_detected",124,"4","2024-05-22T12:41:13.414164Z","Happiness",70,5.415,"Yes"," Народ! Бобби Хохмач пришёл! Привет, Бобби! Наконец-то! Привет! Привет!","2024-05-22T12:41:13.414189Z"
"Not_detected",125,"4","2024-05-22T12:41:18.234570Z","Happiness",71,3.951,"Yes"," СМЕХ","2024-05-22T12:41:18.234601Z"
"Not_detected",127,"4","2024-05-22T12:43:19.033114Z","Neutral",72,120.067,"No"," Улыбнись, тебя снимает камера Джени.","2024-05-22T12:43:19.033138Z"
"Not_detected",129,"4","2024-05-22T12:43:28.615805Z","Sadness",73,9.03,"No"," Хотелось бы меня спрятаться. Но ты меня нашла.","2024-05-22T12:43:28.615828Z"
"Not_detected",130,"4","2024-05-22T12:43:36.780710Z","{""choices"":[""Happiness"",""Surprise""]}",74,7.528,"No"," Вот ты где!","2024-05-22T12:43:36.780733Z"
"Not_detected",131,"4","2024-05-22T12:43:43.524978Z","Sadness",75,5.946,"No"," Я не жду, что он весь вечер со мной будет сидеть, но хоть бы глянуть...","2024-05-22T12:43:43.525008Z"
"Not_detected",132,"4","2024-05-22T12:43:51.804227Z","Neutral",76,7.781,"No"," Ага, ты...","2024-05-22T12:43:51.804252Z"
"Not_detected",133,"4","2024-05-22T12:43:57.646250Z","Neutral",77,5.331,"No"," возможно впервые в жизни мысли на разделы","2024-05-22T12:43:57.646275Z"
"Not_detected",135,"4","2024-05-22T12:44:02.730034Z","Neutral",78,4.423,"No"," Редактор субтитров А.Синецкая Корректор А.Егорова","2024-05-22T12:44:02.730061Z"
"Not_detected",136,"4","2024-05-22T12:44:10.400617Z","Happiness",79,7.21,"Yes"," СМЕХ","2024-05-22T12:44:10.400641Z"
"Not_detected",137,"4","2024-05-22T12:44:15.586082Z","Neutral",80,4.638,"No"," А мой соус гостям нравится?","2024-05-22T12:44:15.586108Z"
"Not_detected",140,"4","2024-05-22T12:44:36.490863Z","{""choices"":[""Sadness"",""Anger"",""Surprise""]}",81,20.264,"No"," Риском порезала!","2024-05-22T12:44:36.490883Z"
"Not_detected",557,"4","2024-05-23T09:09:34.320895Z","Happiness",430,6.067,"No"," Здравствуйте, друзья!","2024-05-23T09:09:34.320922Z"
"Not_detected",558,"4","2024-05-23T09:17:04.911724Z","Anger",431,12.712,"No"," У меня вообще в жопу не упирался.","2024-05-23T09:17:04.911753Z"
"Not_detected",559,"4","2024-05-23T09:17:12.205038Z","Happiness",432,6.653,"No"," Спасибо.","2024-05-23T09:17:12.205071Z"
"Not_detected",560,"4","2024-05-23T09:17:18.817526Z","Neutral",433,6.079,"No"," вы с кем там? с Лехой что ли подошли? мы с Лехой приезжали","2024-05-23T09:17:18.817552Z"
"Not_detected",561,"4","2024-05-23T09:17:23.098760Z","Neutral",434,3.695,"No"," Не, вы пишите.","2024-05-23T09:17:23.098793Z"
"Not_detected",562,"4","2024-05-23T09:17:28.163884Z","Neutral",435,4.415,"No"," Пустились. А ну, тоже.","2024-05-23T09:17:28.163917Z"
"Not_detected",563,"4","2024-05-23T09:17:35.327092Z","Neutral",436,6.505,"No"," Я видел, кто там работает, но не договор.","2024-05-23T09:17:35.327123Z"
"Not_detected",564,"4","2024-05-23T09:17:41.688735Z","Neutral",437,5.741,"No"," 53-й академической без команды не отправляйте!","2024-05-23T09:17:41.688755Z"
"Not_detected",565,"4","2024-05-23T09:17:46.482107Z","Neutral",438,4.049,"No"," 53 маршрут 53 с академическими командами не отправляйте!","2024-05-23T09:17:46.482141Z"
"Medium",566,"4","2024-05-23T09:18:00.212172Z","Neutral",439,13.036,"No"," Шеми, fifty pod 8 машинистoperем 6 Imagination","2024-05-23T09:18:00.212198Z"
"Not_detected",567,"4","2024-05-23T09:18:11.055623Z","{""choices"":[""Anger"",""Neutral""]}",440,10.12,"No"," Высаживай! Пока не ходят туда-сюда, не то заходит, то выходит! Двери-то открытые!","2024-05-23T09:18:11.055653Z"
"Not_detected",568,"4","2024-05-23T09:18:20.181085Z","Neutral",441,8.446,"No"," Норкебург, с класса 61 выставлены пассажиры.","2024-05-23T09:18:20.181113Z"
"Not_detected",569,"4","2024-05-23T09:18:29.318403Z","Neutral",442,8.443,"No"," Первый маршрут следить в пространстве без команды не отправляйтесь.","2024-05-23T09:18:29.318443Z"
"Not_detected",570,"4","2024-05-23T09:18:34.974411Z","Neutral",443,4.89,"No"," Первый маршрут с Ленинского проспекта, без команды не отправляйтесь.","2024-05-23T09:18:34.974445Z"
"Not_detected",571,"4","2024-05-23T09:18:44.057291Z","Neutral",444,8.334,"No"," Аппетитет.","2024-05-23T09:18:44.057315Z"
"Not_detected",572,"4","2024-05-23T09:18:51.226879Z","Neutral",445,6.388,"No"," 56-й","2024-05-23T09:18:51.226901Z"
"Medium",573,"4","2024-05-23T09:24:27.090440Z","Neutral",446,50.167,"No"," Редируем депут. Сейчас снимаю 5-6.","2024-05-23T09:24:27.090468Z"
"Not_detected",574,"4","2024-05-23T09:24:33.970763Z","Neutral",447,6.284,"No"," Берсиколь без команды не отправляйте!","2024-05-23T09:24:33.970792Z"
"Not_detected",575,"4","2024-05-23T09:24:38.070544Z","Neutral",448,3.596,"No"," 61","2024-05-23T09:24:38.070568Z"
"Not_detected",576,"4","2024-05-23T09:24:43.111684Z","Neutral",449,4.448,"No"," Вы машинист или машинист-инструктор?","2024-05-23T09:24:43.111708Z"
"Not_detected",577,"4","2024-05-23T09:24:48.591666Z","Neutral",450,4.84,"No"," 61-й на связи, 61-й!","2024-05-23T09:24:48.591690Z"
"Not_detected",578,"4","2024-05-23T09:24:53.338894Z","Neutral",451,4.187,"No"," 61","2024-05-23T09:24:53.338922Z"
"Not_detected",579,"4","2024-05-23T09:24:57.931380Z","Neutral",452,3.924,"No"," 61 маршрут","2024-05-23T09:24:57.931410Z"
"Not_detected",580,"4","2024-05-23T09:25:01.938797Z","Neutral",453,3.346,"No"," 60, первый маршрут","2024-05-23T09:25:01.938830Z"
"Not_detected",581,"4","2024-05-23T09:25:15.137191Z","{""choices"":[""Fear"",""Anger"",""Neutral""]}",454,12.367,"No"," Вы машинист или машинист-инструктор? Сатин!","2024-05-23T09:25:15.137214Z"
"Not_detected",582,"4","2024-05-23T09:25:19.132899Z","Neutral",455,3.418,"No"," СПС-1 на связи.","2024-05-23T09:25:19.132927Z"
"Not_detected",583,"4","2024-05-23T09:25:24.950259Z","Neutral",456,4.964,"No"," Это инструктор или машинист?","2024-05-23T09:25:24.950285Z"
"Not_detected",584,"4","2024-05-23T09:48:31.457516Z","Neutral",457,1385.54,"No"," 61 маршрут","2024-05-23T09:48:31.457539Z"
"Not_detected",585,"4","2024-05-23T09:48:35.463576Z","Neutral",458,3.433,"No"," 61 маршрут","2024-05-23T09:48:35.463601Z"
"Not_detected",602,"4","2024-05-23T11:22:41.219454Z","Neutral",459,7.48,"No"," 61-й","2024-05-23T11:22:41.219485Z"
"Not_detected",586,"1","2024-05-23T11:17:39.939226Z","Neutral",460,11.708,"No"," 60-й атеромашин, 61-й","2024-05-23T11:17:39.939246Z"
"Not_detected",587,"1","2024-05-23T11:17:51.145395Z","Neutral",461,10.62,"No"," Делайте по первой пути 1, составляйте резерву на перегон. Следующий, шестой, прибывает под оборот.","2024-05-23T11:17:51.145425Z"
"Not_detected",588,"1","2024-05-23T11:17:56.763988Z","Neutral",462,5.155,"No"," в сторону Третьяковской.","2024-05-23T11:17:56.764011Z"
"Not_detected",589,"1","2024-05-23T11:18:08.744759Z","Neutral",463,11.423,"No"," Отрывочка включите на первый путь свет.","2024-05-23T11:18:08.744797Z"
"Not_detected",590,"1","2024-05-23T11:18:25.425249Z","Neutral",464,16.19,"No"," Такая машина вызывает.","2024-05-23T11:18:25.425271Z"
"Not_detected",591,"1","2024-05-23T11:18:32.306995Z","Neutral",465,6.384,"No"," Диспетчер, у меня первый пункт.","2024-05-23T11:18:32.307024Z"
"Not_detected",592,"1","2024-05-23T11:18:43.167346Z","Neutral",466,10.275,"No"," Серёжки, 23-й, прибывающие на 1-й штуке, до бород.","2024-05-23T11:18:43.167376Z"
"Not_detected",593,"1","2024-05-23T11:18:59.085953Z","Neutral",467,15.449,"No"," Третьяковская, по второму пути вы сажите в пиканты, вам сажаются в параллель, саппровляйте резерву на перегон, следующий без команды не отправляйте.","2024-05-23T11:18:59.085973Z"
"Not_detected",597,"1","2024-05-23T11:19:21.967864Z","Neutral",471,9.901,"No"," 50-й письмо маршрут 50-й письмо маршрут, слушаю ВСА 2-й, резервы в другом","2024-05-23T11:19:21.967902Z"
"Not_detected",598,"1","2024-05-23T11:19:26.472651Z","Neutral",472,3.968,"No"," 57-й маршрут","2024-05-23T11:19:26.472686Z"
"Not_detected",599,"1","2024-05-23T11:21:16.680806Z","{""choices"":[""Anger"",""Neutral""]}",473,109.711,"No"," Регистрация в машину, дайте!","2024-05-23T11:21:16.680845Z"
"Not_detected",600,"1","2024-05-23T11:22:23.368270Z","{""choices"":[""Anger"",""Neutral""]}",474,66.134,"No"," Спи!","2024-05-23T11:22:23.368292Z"
"Not_detected",601,"1","2024-05-23T11:22:38.422718Z","{""choices"":[""Anger"",""Neutral""]}",475,14.61,"No"," Машинист-инструктор, машинисты возвращайте на 55-й маршрут, а сами заведете 61-й маршрут на 3-й путь, понятно?","2024-05-23T11:22:38.422738Z"
"Not_detected",603,"1","2024-05-23T11:22:49.106760Z","Neutral",476,10.191,"No"," Машинист инструктор Сафин, нахожусь на станции Октябрьской, с кольцевой линией я пришел.","2024-05-23T11:22:49.106785Z"
"Not_detected",604,"1","2024-05-23T11:22:55.241431Z","Neutral",477,5.651,"No"," Вечер","2024-05-23T11:22:55.241452Z"
"Not_detected",605,"1","2024-05-23T11:23:10.104356Z","Neutral",478,14.365,"No"," Белее 62 маршрут отправляйте, 41 маршрут машинист на составе","2024-05-23T11:23:10.104384Z"
"Not_detected",609,"4","2024-05-23T11:23:52.804489Z","Neutral",480,4.809,"No"," воду","2024-05-23T11:23:52.804525Z"
"Not_detected",610,"4","2024-05-23T11:24:05.927336Z","Neutral",481,12.483,"No"," Идет на второй, правильный, собеседующий смех. Скажите, первого маршрута сажается, абразоюзные пассажиры, или нет?","2024-05-23T11:24:05.927370Z"
"Not_detected",611,"4","2024-05-23T11:24:12.527042Z","Neutral",482,6.096,"No"," Диспетчер, в машине с 55 повторяем информацию, он заходит, заезжает на 3-й.","2024-05-23T11:24:12.527073Z"
"Not_detected",612,"4","2024-05-23T11:24:26.069449Z","{""choices"":[""Anger"",""Neutral""]}",483,12.981,"No"," На перегонку!","2024-05-23T11:24:26.069473Z"
"Not_detected",613,"4","2024-05-23T11:24:31.384574Z","Neutral",484,4.614,"No"," За то, что следует левую.","2024-05-23T11:24:31.384598Z"
"Not_detected",614,"4","2024-05-23T11:24:37.104928Z","Neutral",485,5.237,"No"," 44-й маршрут, высаживайте пассажиром, следуйте резервам на перегон.","2024-05-23T11:24:37.104955Z"
"Not_detected",615,"4","2024-05-23T11:26:46.865021Z","Neutral",486,129.126,"No"," В liar","2024-05-23T11:26:46.865054Z"
"Not_detected",616,"4","2024-05-23T11:26:51.369707Z","Neutral",487,3.83,"No"," 44","2024-05-23T11:26:51.369735Z"
"Not_detected",617,"4","2024-05-23T11:26:59.772377Z","Neutral",488,7.754,"No"," Ну понятно, саптап, наверное, надеюсь, будет стоять на третьем пути к этому времени. Саптап, вы можете посмотреть. 46-й машин, 4-4.","2024-05-23T11:26:59.772406Z"
"Not_detected",618,"4","2024-05-23T11:27:06.223548Z","Neutral",489,5.799,"No"," Можете, инструктор Зарочинцев с первого маршрута, следует октябрь.","2024-05-23T11:27:06.223580Z"
"High",620,"4","2024-05-23T11:27:17.381399Z","Neutral",491,10.516,"No"," Аааааааацччт gonna go home","2024-05-23T11:27:33.580179Z"
"Not_detected",621,"4","2024-05-23T11:27:44.510013Z","Neutral",492,18.252,"No"," Белерова по первому пути, агентство Машу без команды не отправлять.","2024-05-23T11:27:44.510036Z"
"Not_detected",622,"4","2024-05-23T11:27:53.794160Z","{""choices"":[""Fear"",""Anger""]}",493,8.597,"No"," ВЕРОНОШУТ!","2024-05-23T11:27:53.794180Z"
"Not_detected",624,"4","2024-05-23T11:28:06.950344Z","Neutral",495,8.885,"No"," Синейская проспекта отправился!","2024-05-23T11:28:06.950367Z"
"Not_detected",625,"4","2024-05-23T11:28:55.808821Z","Happiness",496,48.227,"No"," Единственный шут!","2024-05-23T11:28:55.808848Z"
"Not_detected",626,"4","2024-05-23T11:29:09.371180Z","Neutral",497,12.043,"No"," Первый! Первый!","2024-05-23T11:29:09.371200Z"
"Not_detected",627,"4","2024-05-23T11:29:15.851327Z","Neutral",498,5.818,"No"," Первый маршрут, первый!","2024-05-23T11:29:15.851350Z"
"Not_detected",628,"4","2024-05-23T11:29:22.402891Z","Neutral",499,5.881,"No"," Первый маршрут на Новых Черёмышках резервом до профсоюзной. На профсоюзной сажайте пассажиров. Вы поняли?","2024-05-23T11:29:22.402917Z"
"Not_detected",629,"4","2024-05-23T11:31:06.114758Z","Neutral",500,102.939,"No"," Все понятно, диспетчер.","2024-05-23T11:31:06.114790Z"
"Not_detected",630,"4","2024-05-23T11:31:14.108699Z","Neutral",501,7.154,"No"," Так, 61 маршрут стоит на втором пути без машиниста. Его нужно убрать на 3-й станционной Октябрьской. Вы меня поняли?","2024-05-23T11:31:14.108730Z"
"Not_detected",631,"4","2024-05-23T11:31:26.721465Z","{""choices"":[""Sadness"",""Surprise"",""Neutral""]}",502,11.637,"No"," Высаживаю пассажиров на Октябрьской, затормаживаю и иду на второй путь, встречаю 61 маршрут. А далее не совсем понял.","2024-05-23T11:31:26.721488Z"
"Not_detected",632,"4","2024-05-23T11:31:33.332496Z","Neutral",503,5.785,"No"," Сейчас поберет инструктора с Калужки, дожидать его.","2024-05-23T11:31:33.332530Z"
"Not_detected",633,"4","2024-05-23T11:31:38.678754Z","Neutral",504,4.501,"No"," Слушаю вас.","2024-05-23T11:31:38.678779Z"
"Low",634,"4","2024-05-23T11:31:51.269004Z","Neutral",505,11.969,"No"," Машинистинство на 61 маршруте.","2024-05-23T11:31:51.269033Z"
"Not_detected",635,"4","2024-05-23T11:31:58.051108Z","Neutral",506,5.018,"No"," Понятно.","2024-05-23T11:31:58.051135Z"
"Not_detected",636,"4","2024-05-23T11:32:08.078924Z","Neutral",507,9.329,"No"," На 30-м стану будет самсад.","2024-05-23T11:32:08.078962Z"
"Not_detected",637,"4","2024-05-23T11:45:11.529172Z","Neutral",508,782.528,"No"," Машинец инструктор садил, завел.","2024-05-23T11:45:11.529194Z"
"Not_detected",638,"4","2024-05-23T11:45:16.168145Z","Neutral",509,3.982,"No"," Диспетч. Я диспетч.","2024-05-23T11:45:16.168171Z"
"Not_detected",639,"4","2024-05-23T11:45:21.282208Z","Neutral",510,4.407,"No"," Выдавайте, я же отдал команду.","2024-05-23T11:45:21.282240Z"
"Not_detected",640,"4","2024-05-23T11:45:25.071901Z","Neutral",511,3.133,"No"," Понятно.","2024-05-23T11:45:25.071927Z"
"Not_detected",641,"4","2024-05-23T11:46:09.002390Z","Neutral",512,43.158,"No"," Вечер 31 минута 61-го на третьем станционе. 55-й отправился тоже 31-20.","2024-05-23T11:46:09.002424Z"
"Not_detected",642,"4","2024-05-23T11:46:14.123552Z","Neutral",513,4.484,"No"," Вот и все.","2024-05-23T11:46:14.123579Z"
"Not_detected",643,"4","2024-05-23T11:46:21.086796Z","Neutral",514,6.213,"No"," Резервный перегон в сторону Третьяковской.","2024-05-23T11:46:21.086822Z"
"High",644,"4","2024-05-23T11:58:26.397906Z","Neutral",515,724.69,"No"," В binder 0ści","2024-05-23T11:58:26.397934Z"
"Not_detected",645,"4","2024-05-23T11:58:31.208107Z","Neutral",516,4.193,"No"," Пусть высадили.","2024-05-23T11:58:31.208140Z"
"Not_detected",646,"4","2024-05-23T11:58:36.431713Z","Neutral",517,4.704,"No"," Диспетчер 45-му, достите маршрут следователя.","2024-05-23T11:58:36.431736Z"
"Not_detected",647,"4","2024-05-23T11:58:47.198435Z","Neutral",518,10.125,"No"," На вторую выдавайся прям сейчас.","2024-05-23T11:58:47.198455Z"
"Not_detected",648,"4","2024-05-23T11:58:56.111283Z","Neutral",519,8.002,"No"," Понятно. Черёмышки, два цимвола задавайте на второй путь.","2024-05-23T11:58:56.111307Z"
"Not_detected",649,"4","2024-05-23T12:02:56.424063Z","Neutral",520,239.447,"No"," Понятно, нет ли людей, будем въезжать внимательно, при остановке на станции доложим.","2024-05-23T12:02:56.424085Z"
"Not_detected",650,"4","2024-05-23T12:03:03.068826Z","Neutral",521,5.993,"No"," Если покажут, что людей нет ли на перегоне.","2024-05-23T12:03:03.068857Z"
"Not_detected",651,"4","2024-05-23T12:03:11.888553Z","Neutral",522,8.073,"No"," Ни от ли чего диспетчер не понял вас на станции.","2024-05-23T12:03:11.888576Z"
"Not_detected",652,"4","2024-05-23T12:05:41.817051Z","Neutral",523,149.345,"No"," Слушаю, диспетчер, 32 маршрут.","2024-05-23T12:05:41.817075Z"
"Not_detected",653,"4","2024-05-23T12:05:45.396552Z","Neutral",524,3.002,"No"," 32 маршрут","2024-05-23T12:05:45.396577Z"
"Not_detected",654,"4","2024-05-23T12:05:50.434556Z","Neutral",525,4.437,"No"," Дай второй маршрут.","2024-05-23T12:05:50.434598Z"
"",655,"4","2024-05-23T12:05:59.542109Z","Neutral",526,8.44,"No"," Три второго маршрута.","2024-05-23T12:05:59.542140Z"
"Not_detected",656,"4","2024-05-23T12:07:20.418537Z","Neutral",527,80.117,"No"," 3, 2 маршрут, 3, 2","2024-05-23T12:07:20.418563Z"
